,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project,Example Project
10/10/90 9:20,748.9200758,749.9048114,617.7431348,618.9747912,21.43875601,21.47176352,49.3602208,49.16301005,3.280920951,3.287449208,4791841.253,608254.3526,607653.8468,605605.5035,608863.8247,606439.6954,605450.8416,607315.6592,610885.3194
10/10/90 9:25,763.5754915,763.3317366,626.8441609,630.499313,21.59104898,21.60144121,49.73343522,49.90191475,3.317461299,3.321145633,4850359.172,616328.9527,613924.0789,611696.8933,613990.3053,615774.1662,612956.0652,616465.655,617632.0644
10/10/90 9:30,773.8094834,774.8566298,638.9980886,639.6564283,21.82108871,21.80707409,50.46547028,50.46429867,3.372815582,3.377782019,4913944.389,622113.2383,626137.0065,624437.6119,625602.4467,622881.2274,621789.3121,624127.2779,620524.2172
10/10/90 9:35,786.5195403,785.7476872,649.0104485,649.4914212,21.97950349,21.95896261,51.1513434,51.08503869,3.409296821,3.394029671,4952685.815,629665.3755,633223.1293,632856.522,633064.508,628935.5654,631737.7714,631292.9134,630903.5135
10/10/90 9:40,798.3840978,797.9429754,660.696953,663.894536,22.13401123,22.16825932,51.66646788,51.83872926,3.470613521,3.468061256,5014487.082,640775.5611,638254.6115,641553.5284,637455.9012,640305.0659,642768.8251,639479.132,642014.6508
10/10/90 9:45,811.5339079,812.1232449,671.2314027,673.3155669,22.35614139,22.35287547,52.50524344,52.48641043,3.500551642,3.484365724,5096552.333,647994.612,647697.7086,649710.0494,649413.5609,650113.4149,647805.1942,649218.6327,647061.6263
10/10/90 9:50,817.7825292,821.6834934,682.235618,682.1332473,22.55012762,22.58650456,53.11949328,53.26606364,3.52630958,3.552477196,5176718.678,655745.7994,655870.4445,657664.8251,655247.6759,653468.6974,654670.7057,655342.8872,656428.8922
10/10/90 9:55,834.8520327,835.9605956,694.2342748,694.0990242,22.73934492,22.72271109,53.79925102,53.80926289,3.587841541,3.574609102,5248677.17,660297.7039,665435.45,662772.5185,662787.391,662792.7273,666939.4445,665158.1612,662275.0065
10/10/90 10:00,847.6895032,843.4360294,701.6400374,702.229145,22.86234204,22.8310556,54.34948764,54.27501501,3.589868644,3.580215262,5304445.272,671533.0668,669825.7402,670402.4918,670253.0509,671372.4921,671456.3029,669488.0257,671772.8688
10/10/90 10:05,853.7212526,854.8517472,710.9788564,710.88991,22.97902218,23.02907446,54.89791123,54.82829136,3.547407181,3.542883291,5325744.202,674126.0063,675769.5374,675565.077,676605.2346,678100.8353,676431.6176,676721.0875,677448.5307
10/10/90 10:10,865.1261075,863.168532,717.6002277,715.5332638,23.08388195,23.10013381,55.31792892,55.40882808,3.500770733,3.490998759,5377273.311,678905.1453,682432.5482,685981.1285,683602.3619,684909.8077,681162.4783,681529.1807,683703.9488
10/10/90 10:15,875.2617186,875.7038317,726.409047,725.8370858,23.24117538,23.2463821,55.99633338,56.23465068,3.451012132,3.47296669,5434547.749,688874.6013,689711.6664,690408.0196,687484.4683,688246.3791,689487.56,689638.3348,689518.3804
10/10/90 10:20,881.7121011,884.059564,732.4332908,736.3281671,23.44930441,23.37434558,56.60462919,56.61223331,3.427501661,3.409614276,5493951.411,696094.0106,693098.2816,693427.0292,693047.7904,696373.7536,694733.6588,694476.9052,691862.3479
10/10/90 10:25,895.9813082,890.3297885,741.4826642,741.2042452,23.47907197,23.55996005,57.00951908,57.03571201,3.364372982,3.371040551,5520643.487,699749.2289,702672.0552,700209.9292,700504.8215,696878.1262,698241.6488,697683.5296,698684.4199
10/10/90 10:30,902.8052725,901.518316,753.098467,750.5602452,23.66674813,23.67437839,57.61419599,57.51891925,3.340892756,3.332568591,5577785.863,704520.5708,707043.7885,709567.1398,707767.0694,704599.0137,706851.902,704738.8111,705481.0685
10/10/90 10:35,911.3877225,913.1346605,759.7349793,760.7921557,23.82200194,23.80676366,58.16054764,58.26934586,3.29363583,3.30116776,5596307.587,712042.4786,713252.2682,711466.8551,711008.4709,710000.1267,712717.579,712128.8668,712485.1446
10/10/90 10:40,921.9893553,921.4074072,765.4169932,766.6098955,23.93310331,23.93619932,58.57682411,58.56618194,3.266656846,3.242867822,5642060.976,718158.2377,716295.7464,719599.2552,718637.787,714502.6822,717808.798,716902.4994,717906.025
10/10/90 10:45,932.0034002,935.2954943,777.8914844,777.6905948,24.12233748,24.07121401,59.26015957,59.47836538,3.213009839,3.212134933,5731968.844,723455.1527,725310.9297,720018.7722,723855.2307,724146.5801,726922.3302,726070.233,724931.9189
10/10/90 10:50,941.0981379,946.5373054,785.5804826,780.5794521,24.21027083,24.18078759,59.70100206,59.75857321,3.163862994,3.162256141,5751552.239,731794.3823,727522.9971,730834.0191,730424.6347,730983.1362,730289.6322,733167.2099,728958.4035
10/10/90 10:55,952.8088499,951.6197404,797.3494667,795.4762503,24.32127625,24.32518357,60.12574336,60.29363373,3.122829247,3.119716357,5791389.928,732642.0759,731938.107,735847.696,735822.0418,737535.521,736642.8414,735444.3685,734784.9877
10/10/90 11:00,959.5766509,954.282205,798.9935857,800.062363,24.39060461,24.46012689,60.54573624,60.55343357,3.064882079,3.057651823,5807937.473,740355.5326,737379.8108,740446.7776,736671.6321,738715.862,735434.2559,736511.5108,742079.2435
10/10/90 11:05,961.3056902,956.8440668,797.4374102,796.0962458,24.42732239,24.48332264,60.72063566,60.56648864,2.983279741,2.986696268,5811682.534,739101.0341,740803.2983,738333.7554,741381.5479,739824.2047,738466.8613,738255.5453,738249.3126
10/10/90 11:10,958.8295101,960.5000199,797.9347121,797.5296524,24.52088472,24.53948828,60.81890893,60.81993777,2.887404514,2.897445056,5805726.601,740684.8604,740423.6784,739027.0588,743342.7789,740822.4988,738768.3485,740855.7253,738935.8211
10/10/90 11:15,955.8764148,956.4266686,798.5408639,798.1125285,24.56769054,24.54629231,60.6843442,61.17247164,2.809714218,2.807849984,5823327.233,740149.223,740580.9109,739455.4509,738035.3821,741143.4832,742507.5765,737407.5909,737915.3974
10/10/90 11:20,959.4735853,957.8907451,795.9197986,797.473235,24.63637003,24.62387928,60.71226933,60.95084729,2.732181507,2.729521555,5828583.745,738569.1317,737358.0283,736945.7232,736492.3601,737736.8002,741585.7264,738292.5895,739913.4077
10/10/90 11:25,961.962097,961.2072337,797.9299792,800.2201441,24.66068047,24.66949595,60.95620858,61.11012375,2.648629604,2.640719706,5793364.531,737988.0635,740228.8858,738395.1176,741275.9745,741603.8392,739992.927,740627.1326,736839.2965
10/10/90 11:30,959.029996,959.2669327,800.1978381,800.8198497,24.76040174,24.74237811,60.9608797,61.08093353,2.563497455,2.567008003,5824208.658,737645.7794,738542.8887,737374.8192,739261.9115,742128.0954,739242.3187,738848.1469,738748.7633
10/10/90 11:35,959.5119555,961.2138244,801.456717,801.9211862,24.78784513,24.81302722,61.14764679,61.04122308,2.484861541,2.475572621,5830292.631,738009.9747,739196.2802,740379.6932,740187.6889,739599.9588,738199.5643,740110.9567,741555.0994
10/10/90 11:40,961.5279939,963.5566168,800.2921331,800.3985288,24.82242994,24.74715651,61.22673721,61.14594681,2.403786133,2.403608564,5840723.466,741672.792,738892.4793,741128.2615,740044.2563,740069.6044,744146.1244,741683.5657,740438.1253
10/10/90 11:45,959.4896211,960.1396506,800.589826,802.0940825,24.87617513,24.8950226,61.37685829,61.1375176,2.305198528,2.312888636,5810219.805,737672.6006,738708.0167,738227.6744,741239.0717,742387.0244,741672.8674,738749.0641,738401.1143
10/10/90 11:50,965.4668945,964.249756,802.6091482,801.1525287,24.93610383,24.90151838,61.22213008,61.42369537,2.209670886,2.229011953,5838433.558,739595.8177,741536.236,738422.1466,740430.133,738439.4911,740202.8008,741704.626,739177.452
10/10/90 11:55,960.4632547,960.9177146,803.4322353,800.4695282,24.94773466,24.97976195,61.46122892,61.61699314,2.140949892,2.131058605,5826754.026,736975.6603,740471.1479,742411.8925,740436.9162,740153.4106,737906.5319,738836.5795,738789.4776
10/10/90 12:00,961.0225765,961.716057,801.3307251,803.8006462,25.00173906,25.01645373,61.51033706,61.35282082,2.166867308,2.146871562,5795146.752,739780.4168,739928.3788,736445.1769,738032.9205,738145.9286,738537.0477,739424.8953,736666.808
10/10/90 12:05,961.6742613,957.227384,799.6166231,796.6082072,25.06668414,25.06264736,61.31837107,61.12850169,2.272899958,2.283677578,5805160.508,735311.5442,736888.238,739250.331,736400.1136,740205.8912,740547.1314,736123.9028,737515.0517
10/10/90 12:10,957.1498249,954.7146282,797.2492419,795.8332697,25.08331261,25.16412503,61.33446598,61.00225383,2.410882951,2.416343957,5806806.632,734519.6602,734733.8135,734600.2236,735996.6928,734618.0288,737820.6251,734369.0998,735179.6197
10/10/90 12:15,956.5155629,951.285792,796.4381309,794.7679279,25.17425471,25.15527393,61.11795018,61.06762184,2.532140113,2.545826112,5780976.245,734024.9265,731695.8148,733664.3029,733678.0981,733934.3392,732256.8318,731897.448,734007.4505
10/10/90 12:20,951.0464964,946.9101417,791.1097019,792.2947804,25.21978605,25.23590028,61.17209989,61.04043847,2.650708396,2.663578576,5750577.438,731857.7879,730600.375,730159.021,728519.8736,729234.1597,732208.4466,728684.8977,730270.7294
10/10/90 12:25,949.1416475,945.765358,788.0918646,789.7406201,25.25687419,25.2597449,61.16266766,61.0328102,2.77918646,2.787157026,5746556.631,728883.3694,731749.5297,726942.0208,728831.575,731561.3364,730190.509,728000.5565,728949.6134
10/10/90 12:30,945.2066484,946.0049686,788.2014787,782.8893259,25.31588993,25.30423565,61.11761941,61.19322879,2.898714001,2.899436125,5719212.576,727812.4218,728990.9996,728255.305,726833.0079,728411.7725,727271.6452,728399.5276,728014.5005
10/10/90 12:35,941.8331105,940.8052655,784.262835,784.7073808,25.33748414,25.3800379,60.96821784,60.93809173,3.033032427,3.041682537,5712026.558,727837.9775,727933.0268,721942.9421,721869.5307,727337.7701,725233.5067,724542.1418,724246.6735
10/10/90 12:40,934.9414559,940.6819424,781.8200039,781.0044148,25.43306293,25.44214492,60.65813547,60.79569257,3.159828291,3.166745522,5693233.015,723962.4397,725013.4029,722271.0656,723339.0959,723379.4041,723580.6478,724657.1111,723858.8802
10/10/90 12:45,940.0684805,934.77676,778.8483585,783.0475379,25.43484751,25.41839092,60.5691699,61.00382587,3.293750799,3.279773908,5679001.275,719514.3812,718900.124,722923.6443,718593.8714,722954.5166,720365.335,720247.6756,720579.6958
10/10/90 12:50,150,937.187324,777.491303,775.1715956,25.49595976,25.53434311,60.56241832,60.62443035,3.409035564,3.402926261,5659935.973,718055.0612,720739.05,721109.7044,718120.6178,716952.8667,723744.5928,722345.4554,719017.5002
10/10/90 12:55,771.6262794,933.9646403,773.5764978,776.8385775,25.56724299,25.54846081,60.45147374,60.69971253,3.531711758,3.538401742,5649225.574,714371.7064,720555.1953,713794.8778,716936.4355,717467.7558,717666.8287,720035.1214,717992.4596
10/10/90 13:00,679.5301204,940.8743304,764.2686605,760.3068989,25.57844598,25.61631948,60.32300761,60.14743864,3.635510012,3.613730784,5216605.474,710422.0597,714647.0684,712014.7386,714015.9022,714326.226,711321.727,710939.1386,709524.1146
10/10/90 13:05,1081.299782,873.136659,613.5598038,727.6714518,25.61736226,25.54924458,60.00264937,59.90730202,3.656470248,3.648478247,5183756.571,702999.5232,707182.3066,702269.7802,702897.4779,702206.6529,702251.049,701795.6196,702214.8979
10/10/90 13:10,1088.635938,877.1858102,765.6734922,740.2904649,25.63370257,25.55180532,59.17922921,59.19801746,3.685247831,3.698090904,5084707.382,694231.6921,694350.5915,694228.5416,695233.1183,696454.0279,697524.0991,694921.8331,693525.3824
10/10/90 13:15,1358.299634,875.3816352,873.4629684,723.2711489,25.58171476,25.52348139,58.75914143,58.92893307,3.741903822,3.737285512,5042694.046,686196.0289,687731.3517,687308.219,687137.8178,687672.2749,685296.3452,686574.9835,684359.9576
10/10/90 13:20,854.8191384,817.0612411,837.2415537,721.5116076,25.55046197,25.58542567,58.1538742,58.29002063,3.788612558,3.790337097,4958966.566,675986.0732,677802.018,678511.6625,674957.4091,676282.5589,675933.7036,677723.2666,676538.9
10/10/90 13:25,870.1190443,859.4227198,700.2934315,689.4428432,25.60067738,25.59723982,57.635942,57.7902832,3.828632478,3.836227503,4886282.691,667032.9922,667066.9928,670697.8772,669711.5794,671640.3072,668299.793,670318.3903,668080.4589
10/10/90 13:30,854.0610191,856.6800276,584.2693486,627.6060909,25.62097755,25.56826741,57.32283991,57.31542455,3.880508106,3.866360316,4833866.743,658065.2188,661829.5385,660247.4208,661221.3543,659949.7885,661371.3731,656891.5012,661544.2535
10/10/90 13:35,838.2558654,831.4385316,671.6100931,678.8996472,25.64163159,25.60958775,56.80004712,56.73749698,3.89672698,3.917069397,4769636.956,646382.1344,651544.0936,648181.9835,650853.1213,654393.8667,649709.0441,654067.3625,652059.003
10/10/90 13:40,817.9826956,813.1863808,657.3279458,668.5102102,25.59833092,25.62816284,56.19956592,56.04022513,3.93736715,3.957695565,4697575.675,639815.0677,641998.4794,641872.0273,643331.9066,639055.9444,638822.2196,639735.9333,641187.8843
10/10/90 13:45,843.9652168,819.1473571,670.6688097,674.2170384,25.60058763,25.62867565,55.54207972,55.45552287,3.983717921,3.99975791,4649614.678,631832.2598,631698.4084,633539.9128,632898.2219,635172.4726,635558.6457,629502.0959,630504.2531
10/10/90 13:50,777.4197053,795.9592463,970.3781667,630.9080161,25.58684053,25.6206327,55.07620335,55.1878626,4.029007348,4.031328238,4590003.348,622921.7903,626244.9578,624991.5043,624346.559,623958.3957,627016.4207,623473.7099,626496.9489
10/10/90 13:55,773.3569293,782.1320936,701.9537896,661.3251281,25.63998819,25.62104001,54.60921542,54.62507651,4.075479301,4.07992116,4530087.173,613067.0775,616827.2252,619115.0901,615084.2699,618512.6517,611631.8596,616746.7453,617772.5245
10/10/90 14:00,774.3988786,801.4641276,632.9804317,703.8104985,25.64050463,25.59900962,53.95154435,54.04497207,4.052603792,4.053515266,4431954.92,606537.1553,604843.0751,603696.4881,604745.4813,606428.1856,606940.9511,607014.8466,607591.7624
10/10/90 14:05,753.8779572,758.2766914,723.3489549,598.6909146,25.62601469,25.62220123,53.46274453,53.29647255,3.918486017,3.913778019,4373583.09,595571.1866,595379.8821,596749.6139,594026.4842,594495.6718,592631.681,599169.1778,598109.1057
10/10/90 14:10,811.1692686,734.7960042,783.2728359,600.1184165,25.72312419,25.72268148,52.91344475,52.82872189,3.80043784,3.799329941,4300815.701,582008.6341,583390.5458,584236.5469,582527.904,584421.8974,584399.7613,584271.9177,584508.4715
10/10/90 14:15,685.2952238,704.7947116,590.5606582,601.5566249,25.7209766,25.74801337,52.29645723,52.22788572,3.67632002,3.673033636,4224144.945,576020.2944,574758.8292,571147.3814,574367.3861,575069.937,575443.6169,573105.3148,573398.7141
10/10/90 14:20,691.6873851,708.1109542,607.0312437,558.9278155,25.76712711,25.74209037,51.83461587,51.58980611,3.539907394,3.535362245,4122597.652,562486.4829,561992.2475,561469.3348,562720.016,563209.3935,563580.3274,561836.5347,563809.3171
10/10/90 14:25,865.1825099,755.4723971,391.9475026,660.650702,25.85627098,25.80068773,51.3951104,51.30495821,3.418102023,3.406306676,4037157.643,550682.7193,551227.0915,554166.8658,551376.2548,551036.6939,551821.7574,552024.5017,552743.4139
10/10/90 14:30,445.2779822,594.5900572,544.7881506,547.7239398,25.8829572,25.88543627,50.70096134,50.60860975,3.288401451,3.281314289,3949970.696,540937.3783,539935.7707,539800.7068,541489.1797,538661.4079,544203.9501,539233.998,539198.5653
10/10/90 14:35,650.8664221,689.8824721,542.6653273,432.3710568,25.89501231,25.92474512,50.18548087,50.26374752,3.172845093,3.159676784,3872964.754,528448.5054,529121.6212,529482.582,527198.2162,529720.3287,531022.6332,529122.0229,530031.7346
10/10/90 14:40,636.7906548,608.190142,538.633628,522.0575815,25.91024443,25.94361865,49.71402741,49.7190788,3.049320008,3.048452376,3779021.758,517984.7509,520350.242,519712.3367,519578.7005,518467.3634,516549.387,520210.9718,523701.6709
10/10/90 14:45,594.0901152,596.2395524,495.4444464,501.1981998,26.06458415,26.01303685,49.1746368,49.02826429,2.917192992,2.924540537,3717878.012,506212.4178,508080.2322,509126.8126,509279.0461,509386.9552,505503.5971,506850.2296,507010.7615
10/10/90 14:50,613.5553194,603.8307665,601.4133571,504.9588242,26.05449265,25.98923548,48.74931669,48.64502353,2.784847923,2.787051028,3605146.429,499219.1546,495971.3091,496341.5021,497900.6683,497942.1645,497276.3207,498660.565,498002.1709
10/10/90 14:55,611.5473571,630.5214939,480.4570735,446.8037922,26.03977496,26.05325881,48.0871918,47.92389488,2.664642072,2.670661796,3533464.764,482427.0867,486570.2186,487216.8409,485886.48,487716.2832,483709.0301,482224.0075,483928.3496
10/10/90 15:00,576.0784509,225.4449605,464.0109171,476.4999415,26.09250069,26.11290314,47.32219393,47.1268913,2.637047889,2.624501794,3461423.04,470798.1719,470172.1206,472793.0944,470925.6943,473038.6139,473650.2134,470542.9569,469896.6087
10/10/90 15:05,556.5415087,549.9599479,481.7908602,460.721035,26.06290767,26.06813538,46.54714228,46.50558031,2.659564152,2.661625819,3350020.937,456083.8582,452162.9056,454844.3132,456313.6054,455035.7564,454782.1963,458560.0836,454311.6835
10/10/90 15:10,682.7518349,905.8282324,437.3902369,440.8402896,25.99347915,26.02515022,45.92576052,45.69326097,2.716162881,2.692761388,3178283.379,440999.8028,438296.1989,439056.585,437486.1426,439062.7912,441764.3045,438188.4611,439472.9182
10/10/90 15:15,516.5643223,972.9472942,435.4783756,433.8322884,25.95551547,25.9155609,44.69356187,44.95805569,2.73784496,2.743222541,3088093.071,422963.8244,423529.211,425247.5493,425044.9308,423255.6265,424080.9384,423606.6437,422626.0087
10/10/90 15:20,615.0307618,528.4260645,415.9767771,411.3434524,25.92864645,25.94374,44.0985197,44.06841988,2.784826988,2.78749783,2942996.433,403256.048,408204.0743,406624.361,402630.5293,406576.2429,406847.6618,408391.7667,406224.7707
10/10/90 15:25,448.7781113,671.218662,642.8263595,600.2768467,25.82885737,25.8824704,43.25821848,43.36903711,2.842377585,2.818628297,2835089.578,393240.612,388016.4957,390641.9748,392045.809,390571.6962,387799.5385,389497.3992,392105.4185
10/10/90 15:30,380.9649405,463.3418823,374.250375,381.5155136,25.8195556,25.81513616,42.41450369,42.60859925,2.854917499,2.867640395,2720043.567,373726.1124,373599.5313,371776.2095,376620.4274,373822.9489,371454.4658,374313.6321,375655.4483
10/10/90 15:35,456.3602402,542.7733085,351.4757573,367.9872089,25.78230398,25.80987439,41.59162056,41.39193567,2.913859556,2.913507481,2583798.969,357651.2279,355673.5301,355341.5132,356611.6505,356547.6745,356562.7171,359633.5444,358001.0601
10/10/90 15:40,410.6603912,450.8461535,342.2507082,338.5629692,25.73810743,25.70411823,40.61180625,40.73882452,2.954939032,2.967163071,2465784.237,343046.3899,341077.9919,338770.9553,339633.1385,339325.0426,340617.9411,339598.2614,343691.8652
10/10/90 15:45,363.9839774,434.0968078,346.966006,345.3459662,25.68921712,25.69034237,40.04522279,40.02934649,2.997262264,2.9752886,2344178.97,324821.1946,327587.9923,327129.6925,323059.0318,327862.7056,326003.515,324654.7475,326574.6989
10/10/90 15:50,348.9628516,384.0035175,321.5965934,233.1102253,25.63672575,25.70988236,39.18032363,39.22128905,3.039026202,3.018055105,2231769.373,308861.3641,306982.5535,310344.1856,310412.9161,309789.8795,307947.2668,311008.2943,307098.5155
10/10/90 15:55,369.6019061,385.2793104,273.8338614,282.3786339,25.66176716,25.65284032,38.38774865,38.3735975,3.087949135,3.079525728,2081518.912,292258.7544,294512.4958,294261.3142,291580.5613,291938.4322,291837.6533,293163.4707,290154.3911
10/10/90 16:00,339.7277871,330.271239,266.6596096,269.2771581,25.55082095,25.52726803,37.14905252,37.43393909,3.057890669,3.067665819,1943468.026,275079.8341,274932.6545,276533.4106,274886.8494,275742.8636,276128.0714,276388.2607,276417.2832
10/10/90 16:05,320.9307082,323.284341,252.0755241,252.3323182,25.41411358,25.43595972,36.65564455,36.50472967,2.977903615,2.967626153,1836694.516,256235.9688,256080.3029,256415.4519,254421.3253,257503.38,257554.1989,258568.1366,258984.8314
10/10/90 16:10,301.5984213,299.5952531,233.7030911,232.2785731,25.26002944,25.30211501,35.75615966,35.80709835,2.892358629,2.885548071,1700436.204,235001.8184,237108.0197,236971.6253,240270.1029,239285.951,238685.5971,238324.8381,240889.0133
10/10/90 16:15,282.7744402,279.0634678,215.5061065,220.1466363,25.1057434,25.14890906,34.69991274,34.55177657,2.812569217,2.811270988,1554808.887,221108.3315,218538.5548,219386.144,219114.1658,223878.622,220744.5761,220552.1835,222581.8946
10/10/90 16:20,257.6975269,257.8843599,196.4532796,198.7594761,24.98962726,24.93839554,33.76659382,33.85600214,2.726579879,2.731844094,1431391.267,203663.8429,203933.5083,202183.1952,200786.6144,201617.7454,202727.4214,202272.9878,199505.4422
10/10/90 16:25,238.2008802,236.5951965,180.4012002,183.4552182,24.78272639,24.82530468,32.81978656,32.96647203,2.642573141,2.65735801,1325015.445,183469.1625,189507.8986,185533.5552,185175.8634,184780.446,182387.2458,183907.6718,184738.391
10/10/90 16:30,217.9358828,215.1243036,164.3595185,167.5230707,24.67665908,24.67948033,31.79824244,31.85726297,2.563909497,2.563751483,1131097.362,166118.8698,168077.4337,163523.6578,166931.9063,163323.0667,167789.495,165400.1492,167229.4134
10/10/90 16:35,192.8955474,194.1709115,151.2141556,148.2133285,24.52372294,24.58538269,31.04143683,31.23733281,2.46821064,2.464008189,1020635.601,148995.2956,148427.7514,152660.275,149001.027,148406.5283,146422.1753,147297.58,145441.7115
10/10/90 16:40,176.2624857,175.7198086,133.0347412,128.4167541,24.45265221,24.38227284,30.41049317,30.12847789,2.385473846,2.394364841,879844.5236,126403.3081,129498.8866,133424.1652,132968.8647,130555.3849,125507.8699,131153.0953,130187.8095
10/10/90 16:45,153.5174874,153.2868756,113.9744529,113.0913464,24.25865545,24.27841841,29.5267919,29.38032463,2.315185846,2.29230959,739442.8345,111562.6377,113970.4831,112375.0163,112556.1618,109535.891,111882.1228,111892.7598,110042.608
10/10/90 16:50,138.4352014,134.2763211,93.74749228,95.61006385,24.07935705,24.1438595,28.54987236,28.2978693,2.240417405,2.231987546,587064.1845,94423.40158,92910.32863,93563.14488,93166.33666,94220.76136,94682.45404,95310.4945,94538.67637
10/10/90 16:55,112.1340245,108.8118155,79.16161193,77.07146456,23.97198152,23.99848325,27.44280578,27.61283506,2.145277424,2.138009384,476585.2386,73257.48348,75454.66973,74898.45935,73414.01323,74802.32322,74672.86408,73677.90104,77798.09684
10/10/90 17:00,99.08377844,95.49512169,68.86727758,66.23546832,23.85814038,23.78269795,25.84920438,25.91921644,2.076096662,2.077668499,386908.6136,64674.14582,63745.25066,64416.02329,61934.7269,64498.37683,66079.34323,62845.12383,64624.5099
10/10/90 17:05,94.75625441,87.56775822,58.95223786,61.43484489,23.62123052,23.63290651,22.62196378,22.92193084,2.016052411,2.024109541,349489.2903,57314.54459,58371.84977,57431.13323,57409.56588,59578.92506,58687.09288,57659.73895,55191.36661
10/10/90 17:10,80.41523556,79.23449981,54.30317221,54.90628401,23.43847635,23.47547487,21.11069895,21.25177244,1.972278101,1.972662249,315610.7556,54346.50878,54026.90012,52079.72494,55614.7322,53150.93057,53312.02923,52156.73426,53253.22115
10/10/90 17:15,73.45042038,70.64133976,47.6169671,48.99905506,23.24410271,23.24982808,20.98074365,21.17014327,1.925219609,1.924215337,234105.1003,46387.79671,45722.41893,48136.8991,48255.37206,44071.08573,47397.41791,46450.35205,46129.17399
10/10/90 17:20,63.12409822,66.10000897,41.55497207,45.34242875,23.09643531,23.06983049,20.76942168,20.79939491,1.88077551,1.880912894,216436.2202,39266.18621,43538.65684,43104.53331,39280.22783,40609.20492,41287.89981,43914.59625,40015.38609
10/10/90 17:25,54.50114026,58.27526253,37.22408939,36.48863788,22.9067075,22.90162717,20.69465921,20.72735738,1.836015524,1.828485989,175714.6979,35687.0357,35709.90644,36906.08431,33552.33737,37800.25117,35578.50575,38809.51096,37461.88205
10/10/90 17:30,49.27945718,43.44011193,32.46501492,32.46703416,22.73692584,22.72717849,20.47550008,20.6113607,1.768300201,1.777028037,129265.2091,30530.9658,32567.33921,28731.01141,29628.71834,32527.93894,27850.46265,28218.66329,31700.73146
10/10/90 17:35,33.2908201,37.31032642,27.30737159,25.76681973,22.56559377,22.55240618,20.35345795,20.32767708,1.721296799,1.73195294,76492.46955,22990.66157,22482.14313,24120.95926,23513.68504,24700.50513,26652.42867,24439.91422,27917.7266
10/10/90 17:40,27.81279006,27.7166515,18.77934354,19.93596278,22.30442817,22.33264195,20.07552874,20.09532797,1.665488638,1.66286198,53954.3198,20956.79768,18334.45276,18861.7588,18383.66604,22223.01221,21943.43905,17950.61183,20902.99358
10/10/90 17:45,22.65998963,20.44471497,14.42977825,14.22404922,22.17899902,22.14244697,19.97730152,19.92355377,1.634758661,1.631130412,-24090.1716,13521.47435,10716.95003,10930.95449,15736.93036,13256.87861,17046.61056,13278.10986,16421.64199
10/10/90 17:50,11.34217378,6.972563016,7.519640546,8.903672878,22.00371,21.99853838,19.80395949,19.66685286,1.572103918,1.580529924,-68491.14045,8457.560514,7090.678251,9711.239122,4668.604952,9506.766579,11377.23801,3753.832174,9278.070146
10/10/90 17:55,-0.071677322,4.3889999,1.404400548,1.704786746,21.77737227,21.77431566,19.65576347,19.60553968,1.523451162,1.526334661,-81830.0486,3677.552491,4464.300203,2711.041568,137.0837354,3329.66407,2820.199483,2750.063405,5930.70341
10/10/90 18:00,0,0,0,0,21.64387025,21.61696944,19.50637356,19.47538967,1.513511069,1.526230681,-13845.83,-150,-150,-150,-150,-150,-150,-150,-150
10/10/90 18:05,0,0,0,0,21.59218392,21.55514736,19.51759179,19.27260067,1.573499909,1.585494145,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/10/90 18:10,0,0,0,0,21.48029041,21.5054345,19.30355464,19.23578007,1.625497167,1.61910965,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/10/90 18:15,0,0,0,0,21.338763,21.41055494,19.07913543,19.25078517,1.670387588,1.677780983,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/10/90 18:20,0,0,0,0,21.26908497,21.24208202,19.14682834,19.15361723,1.726412058,1.72703866,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/10/90 18:25,0,0,0,0,21.20656826,21.1870823,18.90271746,18.90724903,1.772607466,1.767970914,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/10/90 18:30,0,0,0,0,21.11706757,21.09841532,18.92359279,18.86846508,1.808268431,1.826343128,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/10/90 18:35,0,0,0,0,21.03829425,21.04381258,18.89916203,18.81504867,1.885319234,1.879449437,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/10/90 18:40,0,0,0,0,20.93034908,20.90324674,18.66937663,18.682892,1.910131581,1.938875083,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/10/90 18:45,0,0,0,0,20.85328906,20.82588285,18.30137783,18.47565569,1.97594022,1.972613006,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/10/90 18:50,0,0,0,0,20.70420711,20.70339108,18.3368024,18.49010988,2.034212696,2.019627956,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/10/90 18:55,0,0,0,0,20.62973298,20.63158638,18.3939703,18.46734576,2.072732802,2.084218874,-8868,-150,-150,-150,-150,-150,-150,-150,-150
10/10/90 19:00,0,0,0,0,20.56642081,20.55991037,18.23841719,18.3715037,2.10376097,2.101563008,-8868,-150,-150,-150,-150,-150,-150,-150,-150
